epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
17,5324.75,0.43227,1.81814,0.94634,0.99387,0.81805,0.8389,0.72858,0.58255,2.1899,1.00144,0.00972466,0.00972466,0.00972466
18,5643.75,0.44171,1.82068,0.9482,0.97232,0.80489,0.8295,0.73422,0.50294,2.22313,0.97984,0.00968955,0.00968955,0.00968955
19,5959.15,0.38984,1.60666,0.92355,0.97073,0.80119,0.83191,0.74288,0.53088,2.25294,1.00103,0.00965239,0.00965239,0.00965239
20,6276.61,0.41129,1.72806,0.93501,0.91146,0.76413,0.8218,0.73864,0.50124,2.44805,0.98592,0.00961322,0.00961322,0.00961322
21,6604.42,0.41164,1.75898,0.9374,0.99537,0.8153,0.84107,0.79031,0.41093,1.86637,0.93944,0.00957205,0.00957205,0.00957205
22,6926.94,0.40181,1.6328,0.93129,0.97794,0.34626,0.52079,0.41813,0.9837,8.17224,1.35708,0.00952889,0.00952889,0.00952889
23,7244.6,0.40316,1.67796,0.93226,0.9818,0.80866,0.82886,0.75446,0.48821,2.20696,0.98503,0.00948377,0.00948377,0.00948377
24,7569.96,0.39228,1.64701,0.92961,0.99142,0.82008,0.84862,0.75774,0.51995,2.07163,0.97419,0.00943671,0.00943671,0.00943671
25,7943.17,0.37102,1.54461,0.91279,0.99706,0.82008,0.84376,0.78612,0.41236,1.78103,0.93599,0.00938772,0.00938772,0.00938772
26,8398.74,0.34706,1.43427,0.8989,0.99182,0.81974,0.83166,0.76213,0.45244,1.94979,0.96085,0.00933683,0.00933683,0.00933683
27,8780.37,0.37936,1.59367,0.92658,0.99664,0.82008,0.83705,0.78422,0.40743,2.23166,0.92549,0.00928405,0.00928405,0.00928405
28,9222.9,0.3555,1.53708,0.90437,0.98095,0.81245,0.83714,0.79164,0.39853,1.86748,0.92887,0.00922942,0.00922942,0.00922942
29,9622.28,0.36774,1.57652,0.92052,0.99659,0.82008,0.83492,0.78925,0.38626,1.81217,0.93332,0.00917296,0.00917296,0.00917296
30,9954.69,0.3219,1.36498,0.88662,0.99599,0.82008,0.83432,0.78729,0.40071,1.79884,0.93703,0.00911469,0.00911469,0.00911469
31,10285.9,0.33661,1.43866,0.90587,0.9951,0.81567,0.83427,0.7962,0.40246,1.80594,0.96716,0.00905463,0.00905463,0.00905463
32,10621.1,0.37474,1.55878,0.92183,0.9589,0.80667,0.84341,0.80311,0.38504,1.93634,0.9258,0.00899282,0.00899282,0.00899282
33,10950.8,0.35805,1.49818,0.91792,0.99652,0.82008,0.83252,0.78505,0.41446,1.84046,0.95458,0.00892928,0.00892928,0.00892928
34,11283.5,0.32595,1.35695,0.89687,0.99138,0.82008,0.84562,0.80368,0.40016,1.73681,0.93911,0.00886404,0.00886404,0.00886404
35,11613.5,0.34408,1.43198,0.9001,0.99594,0.82008,0.83543,0.75834,0.47209,1.86867,0.95331,0.00879713,0.00879713,0.00879713
36,11942.6,0.33322,1.37174,0.89887,0.99265,0.82008,0.8374,0.80728,0.36318,1.67747,0.92637,0.00872857,0.00872857,0.00872857
37,12277.8,0.35269,1.42383,0.90876,0.96439,0.80957,0.83156,0.79231,0.40509,2.0798,0.95384,0.00865839,0.00865839,0.00865839
38,12616.5,0.35159,1.4593,0.91149,0.99022,0.81605,0.84235,0.79206,0.41287,1.80503,0.93832,0.00858664,0.00858664,0.00858664
39,12989.6,0.35008,1.39004,0.90871,0.99367,0.81982,0.83814,0.79289,0.39413,1.80002,0.95275,0.00851333,0.00851333,0.00851333
40,13341.9,0.33553,1.33265,0.90027,0.92884,0.80709,0.82681,0.78888,0.3981,1.99364,0.96809,0.00843851,0.00843851,0.00843851
41,13691.3,0.32107,1.31092,0.89472,0.9938,0.82008,0.83763,0.79162,0.39031,1.68768,0.93607,0.0083622,0.0083622,0.0083622
42,14039.3,0.30266,1.20588,0.88358,0.99277,0.82008,0.8446,0.821,0.35198,1.6171,0.91411,0.00828443,0.00828443,0.00828443
43,14380.1,0.32787,1.33711,0.89931,0.99333,0.82008,0.83601,0.80782,0.36242,1.73897,0.92724,0.00820525,0.00820525,0.00820525
44,14722.8,0.33486,1.38328,0.91358,0.99145,0.82008,0.82859,0.79085,0.41706,1.93432,0.98335,0.00812468,0.00812468,0.00812468
45,15070.2,0.31465,1.2628,0.89326,0.99281,0.82008,0.83774,0.80388,0.38085,1.67738,0.92693,0.00804277,0.00804277,0.00804277
46,15416.2,0.31064,1.266,0.89899,0.99022,0.81802,0.83779,0.81405,0.35719,1.68771,0.92549,0.00795954,0.00795954,0.00795954
47,15735.4,0.32762,1.36253,0.91075,0.99639,0.82008,0.83269,0.81012,0.36785,1.7417,0.94318,0.00787503,0.00787503,0.00787503
48,16043.9,0.31811,1.28892,0.898,0.95892,0.79415,0.83725,0.79774,0.39754,2.2155,0.95407,0.00778929,0.00778929,0.00778929
49,16350.6,0.30647,1.21578,0.88829,0.99643,0.81724,0.83482,0.81391,0.36111,2.10212,0.96625,0.00770234,0.00770234,0.00770234
50,16659.3,0.33643,1.35739,0.90945,0.99532,0.82008,0.83524,0.78704,0.41338,1.6911,0.9297,0.00761423,0.00761423,0.00761423
51,16965.2,0.31574,1.29099,0.89744,0.99647,0.82008,0.84011,0.80427,0.39394,1.71744,0.9359,0.007525,0.007525,0.007525
52,17273.1,0.297,1.19295,0.88787,0.99319,0.82008,0.83675,0.80973,0.35749,1.60703,0.93493,0.00743468,0.00743468,0.00743468
53,17580.7,0.29303,1.16955,0.8877,0.99161,0.82008,0.84296,0.81656,0.35797,1.54626,0.91768,0.00734332,0.00734332,0.00734332
54,17886.9,0.29157,1.16267,0.88704,0.99653,0.82008,0.83673,0.80981,0.34651,1.63,0.91065,0.00725094,0.00725094,0.00725094
55,18193.5,0.30107,1.22671,0.8897,0.99578,0.82008,0.84055,0.81034,0.36413,1.58332,0.92331,0.00715761,0.00715761,0.00715761
56,18499,0.29532,1.16015,0.88357,0.99614,0.82008,0.83554,0.80591,0.37227,1.63938,0.93771,0.00706335,0.00706335,0.00706335
57,18805.8,0.30276,1.18876,0.88919,0.99244,0.82008,0.83693,0.81605,0.33955,1.56304,0.90986,0.0069682,0.0069682,0.0069682
58,19111.8,0.29104,1.15226,0.88487,0.99472,0.82008,0.83581,0.81279,0.35138,1.60128,0.92893,0.00687222,0.00687222,0.00687222
59,19418.6,0.28438,1.1152,0.88067,0.98963,0.82008,0.83506,0.81218,0.35664,1.69457,0.94305,0.00677543,0.00677543,0.00677543
60,19722.6,0.28031,1.11177,0.87342,0.99685,0.82008,0.83749,0.81267,0.37064,1.68025,0.93917,0.00667789,0.00667789,0.00667789
61,20029.7,0.30619,1.19746,0.89627,0.99061,0.82008,0.83515,0.8005,0.38617,1.65297,0.92798,0.00657963,0.00657963,0.00657963
62,20334.8,0.30074,1.18365,0.88932,0.99571,0.82008,0.83317,0.81225,0.35971,1.75689,0.93143,0.00648071,0.00648071,0.00648071
63,20640,0.2809,1.1029,0.87471,0.99126,0.82008,0.83487,0.80848,0.34878,1.6524,0.9141,0.00638115,0.00638115,0.00638115
64,20946.2,0.28711,1.12791,0.8813,0.99584,0.82008,0.83628,0.80913,0.36045,1.69617,0.92905,0.00628101,0.00628101,0.00628101
65,21253.3,0.2572,0.99224,0.86983,0.99759,0.82008,0.83557,0.82115,0.32167,1.54152,0.91532,0.00618034,0.00618034,0.00618034
66,21558.6,0.26974,1.0532,0.87776,0.99187,0.82008,0.84018,0.81385,0.34157,1.6359,0.91698,0.00607916,0.00607916,0.00607916
67,21869.3,0.26688,1.04431,0.87218,0.99215,0.82008,0.8361,0.82026,0.31323,1.49594,0.91002,0.00597754,0.00597754,0.00597754
68,22173.3,0.29742,1.13718,0.89024,0.99294,0.82008,0.83655,0.81727,0.32991,1.63634,0.92021,0.00587551,0.00587551,0.00587551
69,22486,0.26847,1.01568,0.86745,0.9966,0.82008,0.83592,0.81154,0.33852,1.63071,0.91275,0.00577311,0.00577311,0.00577311
70,22790.6,0.29749,1.16636,0.89675,0.99611,0.82008,0.83977,0.82007,0.35851,1.73151,0.9454,0.0056704,0.0056704,0.0056704
71,23095.8,0.27007,1.04777,0.87322,0.99338,0.82008,0.83914,0.81824,0.31765,1.55444,0.89789,0.00556742,0.00556742,0.00556742
72,23399.2,0.26566,1.06126,0.87291,0.99348,0.82008,0.83596,0.82215,0.32001,1.49459,0.91234,0.00546421,0.00546421,0.00546421
73,23703.5,0.27604,1.07966,0.87747,0.99707,0.82008,0.83627,0.81558,0.33438,1.61828,0.93318,0.00536081,0.00536081,0.00536081
74,24006.9,0.24812,0.94703,0.86164,0.99019,0.82008,0.83604,0.82167,0.31086,1.56391,0.90648,0.00525728,0.00525728,0.00525728
75,24311.8,0.27115,1.04459,0.87744,0.99334,0.82008,0.83514,0.81086,0.35177,1.56961,0.91396,0.00515366,0.00515366,0.00515366
76,24616.8,0.24807,0.92303,0.85764,0.99192,0.82008,0.83134,0.81234,0.32486,1.54523,0.9126,0.00505,0.00505,0.00505
77,24922.8,0.25835,1.00207,0.86633,0.9956,0.82008,0.83809,0.82278,0.31772,1.5551,0.9128,0.00494634,0.00494634,0.00494634
78,25213.8,0.25969,0.9907,0.86718,0.99682,0.82008,0.83695,0.81497,0.32014,1.44224,0.89993,0.00484272,0.00484272,0.00484272
79,25505.6,0.2548,0.96025,0.85899,0.96633,0.8031,0.83595,0.82577,0.2834,1.64524,0.93287,0.00473919,0.00473919,0.00473919
80,25796.1,0.24999,0.93596,0.86112,0.99612,0.82008,0.83943,0.8218,0.32736,1.65876,0.92662,0.00463579,0.00463579,0.00463579
81,26087.4,0.26827,1.01504,0.87825,0.99245,0.82008,0.83188,0.81204,0.34603,1.69918,0.93286,0.00453258,0.00453258,0.00453258
82,26379.8,0.2616,0.97665,0.87196,0.99287,0.82008,0.83402,0.81915,0.30856,1.52063,0.90836,0.0044296,0.0044296,0.0044296
83,26672.7,0.25866,0.97837,0.86963,0.99576,0.82008,0.83715,0.81735,0.3325,1.59972,0.91345,0.00432689,0.00432689,0.00432689
84,26963.8,0.24652,0.9245,0.8595,0.9928,0.82008,0.83446,0.81473,0.33534,1.55426,0.90718,0.00422449,0.00422449,0.00422449
85,27256,0.24323,0.9272,0.85822,0.99457,0.82008,0.83514,0.82198,0.29602,1.43134,0.89506,0.00412246,0.00412246,0.00412246
86,27547,0.23234,0.88135,0.85105,0.992,0.82008,0.83653,0.82231,0.30903,1.54906,0.89976,0.00402084,0.00402084,0.00402084
87,27840,0.23929,0.89944,0.8598,0.99273,0.82008,0.83421,0.81728,0.30779,1.57177,0.90213,0.00391966,0.00391966,0.00391966
88,28131.1,0.24563,0.92935,0.85985,0.99313,0.82008,0.83588,0.82375,0.28177,1.54762,0.90113,0.00381899,0.00381899,0.00381899
89,28423.4,0.23793,0.88993,0.85798,0.99412,0.82008,0.83347,0.82076,0.29972,1.59424,0.91225,0.00371885,0.00371885,0.00371885
90,28714.9,0.23039,0.86132,0.85211,0.99151,0.82008,0.83412,0.82287,0.28632,1.53708,0.9013,0.00361929,0.00361929,0.00361929
91,29007.1,0.23737,0.88247,0.85909,0.99579,0.82008,0.83619,0.82312,0.30027,1.56086,0.90857,0.00352037,0.00352037,0.00352037
92,29302.2,0.24422,0.90474,0.85862,0.99303,0.82008,0.83415,0.82066,0.30634,1.59257,0.89769,0.00342211,0.00342211,0.00342211
93,29593.2,0.22885,0.85213,0.84922,0.99204,0.82008,0.8343,0.82534,0.28226,1.51519,0.9022,0.00332457,0.00332457,0.00332457
94,29882.3,0.23276,0.87012,0.85602,0.99215,0.82008,0.83605,0.82634,0.26725,1.44472,0.89507,0.00322778,0.00322778,0.00322778
95,30174.7,0.24377,0.90149,0.86628,0.99651,0.82008,0.83398,0.82573,0.28516,1.51541,0.90183,0.0031318,0.0031318,0.0031318
96,30466.3,0.24569,0.9226,0.8686,0.9963,0.82008,0.83471,0.82317,0.29369,1.44292,0.9038,0.00303665,0.00303665,0.00303665
97,30757.2,0.23368,0.87033,0.86306,0.99235,0.82008,0.83703,0.82773,0.27515,1.49336,0.90594,0.00294239,0.00294239,0.00294239
98,31047,0.23786,0.86663,0.86161,0.99307,0.82008,0.83449,0.82538,0.2757,1.49194,0.906,0.00284906,0.00284906,0.00284906
99,31338.4,0.2233,0.82756,0.85229,0.99232,0.82008,0.83619,0.82847,0.28426,1.50566,0.90884,0.00275668,0.00275668,0.00275668
100,31630.7,0.23669,0.86348,0.85481,0.99121,0.82008,0.83813,0.82764,0.27824,1.48619,0.90325,0.00266532,0.00266532,0.00266532
101,31920.6,0.21322,0.77019,0.84591,0.99065,0.82008,0.83799,0.82484,0.3034,1.64438,0.91158,0.002575,0.002575,0.002575
102,32214,0.22326,0.81161,0.84835,0.99278,0.82008,0.83558,0.82529,0.28844,1.56341,0.92193,0.00248577,0.00248577,0.00248577
103,32504.9,0.22034,0.80716,0.84789,0.99624,0.82008,0.83505,0.82567,0.26332,1.37202,0.89322,0.00239766,0.00239766,0.00239766
104,32797.3,0.23931,0.88256,0.86604,0.99484,0.82008,0.83364,0.82207,0.2863,1.48712,0.90863,0.00231071,0.00231071,0.00231071
105,33087.6,0.22028,0.82093,0.85366,0.99151,0.82008,0.83745,0.82792,0.28719,1.45638,0.90501,0.00222497,0.00222497,0.00222497
106,33391,0.2328,0.84596,0.85478,0.99204,0.82008,0.84192,0.82987,0.2918,1.54005,0.90695,0.00214046,0.00214046,0.00214046
107,33683.9,0.21538,0.78574,0.84833,0.99327,0.82008,0.83764,0.82598,0.29167,1.51229,0.91476,0.00205723,0.00205723,0.00205723
108,33972.3,0.22198,0.79886,0.85012,0.99615,0.82008,0.83799,0.82925,0.28259,1.4655,0.9224,0.00197532,0.00197532,0.00197532
109,34263.8,0.20692,0.76517,0.84175,0.99657,0.82008,0.84212,0.8336,0.28888,1.60791,0.92621,0.00189475,0.00189475,0.00189475
110,34556.4,0.21295,0.78031,0.84295,0.99242,0.82008,0.83786,0.82635,0.27066,1.46584,0.90324,0.00181557,0.00181557,0.00181557
111,34847.1,0.19436,0.71464,0.83532,0.99234,0.82008,0.83642,0.83142,0.26441,1.44254,0.90822,0.0017378,0.0017378,0.0017378
112,35138.2,0.20979,0.77623,0.84698,0.99457,0.82008,0.83633,0.82836,0.2727,1.43591,0.90435,0.00166149,0.00166149,0.00166149
113,35430.9,0.20015,0.71465,0.83674,0.99282,0.82008,0.83889,0.83116,0.27404,1.56966,0.91046,0.00158667,0.00158667,0.00158667
114,35724,0.2229,0.80435,0.85447,0.99012,0.82008,0.8384,0.82998,0.27537,1.52362,0.902,0.00151336,0.00151336,0.00151336
115,36015.6,0.20844,0.77367,0.84821,0.99209,0.82008,0.8384,0.8301,0.26642,1.43461,0.89769,0.00144161,0.00144161,0.00144161
116,36307.7,0.21222,0.78501,0.85095,0.99666,0.82008,0.83668,0.83023,0.27739,1.45225,0.90499,0.00137143,0.00137143,0.00137143
117,36597.8,0.20514,0.74437,0.84238,0.99615,0.82008,0.83455,0.82893,0.27351,1.44818,0.90639,0.00130287,0.00130287,0.00130287
118,36888.2,0.20573,0.74859,0.8456,0.99453,0.82008,0.83537,0.82911,0.26714,1.44483,0.90382,0.00123596,0.00123596,0.00123596
119,37180.7,0.21308,0.76916,0.84684,0.99653,0.82008,0.83559,0.82854,0.26925,1.45591,0.90014,0.00117072,0.00117072,0.00117072
120,37472.8,0.1896,0.69982,0.83209,0.99632,0.82008,0.83743,0.82913,0.27069,1.47456,0.89518,0.00110718,0.00110718,0.00110718
121,37766.5,0.20433,0.74234,0.83902,0.99278,0.82008,0.83682,0.83058,0.26565,1.49775,0.89612,0.00104537,0.00104537,0.00104537
122,38057.8,0.21014,0.76195,0.84829,0.99687,0.82008,0.83587,0.83099,0.25745,1.44859,0.89736,0.000985311,0.000985311,0.000985311
123,38348.4,0.20904,0.76694,0.84993,0.99725,0.82008,0.83955,0.83426,0.25024,1.49052,0.89603,0.00092704,0.00092704,0.00092704
124,38641.1,0.20845,0.76688,0.84621,0.99618,0.82008,0.83688,0.83021,0.26437,1.44041,0.90016,0.000870577,0.000870577,0.000870577
125,38930.4,0.19797,0.70651,0.84114,0.996,0.82008,0.83748,0.8312,0.26016,1.47611,0.90104,0.000815947,0.000815947,0.000815947
126,39222.3,0.20496,0.73843,0.84698,0.99612,0.82008,0.83876,0.83228,0.26484,1.46315,0.90085,0.000763174,0.000763174,0.000763174
127,39514,0.18741,0.68371,0.83521,0.99519,0.82008,0.83789,0.83063,0.25765,1.40201,0.89504,0.000712282,0.000712282,0.000712282
128,39807,0.20964,0.75264,0.8495,0.99573,0.82008,0.83684,0.83193,0.2457,1.40474,0.89242,0.000663292,0.000663292,0.000663292
129,40096.9,0.20115,0.73757,0.84113,0.99673,0.82008,0.83677,0.83067,0.26613,1.42461,0.8971,0.000616227,0.000616227,0.000616227
130,40387.6,0.20508,0.73067,0.84403,0.99686,0.82008,0.83953,0.83267,0.25724,1.44396,0.90102,0.000571106,0.000571106,0.000571106
131,40678.8,0.19114,0.68939,0.83951,0.99688,0.82008,0.83743,0.83238,0.2471,1.44018,0.90098,0.00052795,0.00052795,0.00052795
132,40967.9,0.19994,0.71512,0.84641,0.9967,0.82008,0.8373,0.83066,0.26035,1.45394,0.90339,0.000486777,0.000486777,0.000486777
133,41269.7,0.18367,0.66868,0.83539,0.99656,0.82008,0.83726,0.8316,0.25302,1.43232,0.90108,0.000447606,0.000447606,0.000447606
134,41562.6,0.19645,0.70313,0.83736,0.99674,0.82008,0.8373,0.83235,0.24981,1.41377,0.90044,0.000410454,0.000410454,0.000410454
135,41852.1,0.17972,0.64804,0.83354,0.99705,0.82008,0.83731,0.83099,0.2607,1.41648,0.9012,0.000375337,0.000375337,0.000375337
136,42142.5,0.19088,0.68905,0.83722,0.99694,0.82008,0.83696,0.83032,0.25643,1.4169,0.90216,0.00034227,0.00034227,0.00034227
137,42435,0.19293,0.67684,0.8364,0.99673,0.82008,0.83705,0.83069,0.26095,1.43976,0.90464,0.000311268,0.000311268,0.000311268
138,42726,0.18364,0.65537,0.8316,0.99697,0.82008,0.83735,0.83223,0.26212,1.45578,0.90537,0.000282345,0.000282345,0.000282345
139,43018.3,0.19338,0.69409,0.84342,0.99695,0.82008,0.83776,0.83206,0.25372,1.43688,0.90152,0.000255513,0.000255513,0.000255513
140,43309.9,0.19261,0.70354,0.84122,0.997,0.82008,0.83777,0.8314,0.2517,1.42088,0.90094,0.000230784,0.000230784,0.000230784
141,43597.5,0.15627,0.54995,0.80812,0.99655,0.82008,0.83645,0.8317,0.24487,1.42051,0.90182,0.000208169,0.000208169,0.000208169
142,43885,0.15147,0.53417,0.81326,0.99675,0.82008,0.83768,0.83343,0.24715,1.43303,0.90379,0.000187678,0.000187678,0.000187678
143,44174.3,0.1533,0.53958,0.8076,0.99679,0.82008,0.83951,0.83537,0.24988,1.46333,0.90388,0.00016932,0.00016932,0.00016932
144,44463.5,0.14919,0.52033,0.80759,0.99681,0.82008,0.84036,0.83628,0.24869,1.47644,0.90208,0.000153102,0.000153102,0.000153102
145,44750.1,0.15117,0.5228,0.8093,0.9967,0.82008,0.83988,0.8358,0.24812,1.44827,0.90046,0.000139032,0.000139032,0.000139032
146,45037.8,0.14929,0.51389,0.80263,0.99667,0.82008,0.83952,0.83517,0.24573,1.44659,0.90278,0.000127117,0.000127117,0.000127117
147,45326.6,0.15194,0.52314,0.80647,0.99662,0.82008,0.83942,0.83412,0.25181,1.45934,0.90567,0.00011736,0.00011736,0.00011736
148,45614.6,0.1499,0.51736,0.80392,0.99656,0.82008,0.83865,0.8332,0.25105,1.44267,0.90382,0.000109768,0.000109768,0.000109768
149,45902.9,0.14695,0.5057,0.80907,0.9965,0.82008,0.83852,0.83411,0.24511,1.44392,0.90355,0.000104342,0.000104342,0.000104342
150,46196.7,0.14757,0.51796,0.80781,0.99656,0.82008,0.83871,0.83388,0.24673,1.44648,0.90427,0.000101086,0.000101086,0.000101086
